#{"t_start": 1771238678.271325, "env_id": null}
r,l,t
24.1,25,48.006704
27.2,25,48.01595
27.0,25,48.024199
25.3,25,48.035962
27.2,25,48.046823
26.3,25,48.05554
26.3,25,48.066068
25.3,25,48.074583
28.2,25,48.083126
27.2,25,48.091471
25.9,25,48.100008
25.3,25,48.108228
26.3,25,48.116774
25.3,25,48.125298
27.2,25,48.427534
26.3,25,48.438795
26.3,25,48.447396
22.1,25,48.455695
25.3,25,48.464112
26.0,25,48.472591
26.3,25,48.480913
27.6,25,48.489494
23.1,25,48.49783
27.3,25,48.506779
29.2,25,48.515242
29.6,25,48.523935
29.3,25,48.532357
26.3,25,48.541418
24.1,25,48.54975
28.3,25,48.559295
29.6,25,48.568265
28.2,25,48.578226
27.4,25,48.587502
24.0,25,48.595948
27.3,25,48.604546
27.2,25,48.874211
25.3,25,48.883572
26.6,25,48.891922
26.3,25,48.900963
22.1,25,48.909312
29.3,25,48.917913
26.6,25,48.926194
27.3,25,48.935146
28.6,25,48.943381
27.6,25,48.951893
27.7,25,48.960122
27.2,25,48.968572
26.6,25,48.976977
24.2,25,48.985386
24.0,25,48.994082
25.2,25,49.002676
24.2,25,49.011244
24.0,25,49.019616
27.7,25,49.028108
28.6,25,49.036453
26.4,25,49.306406
26.3,25,49.323077
28.3,25,49.332415
26.4,25,49.343487
31.6,25,49.352461
26.2,25,49.362199
25.3,25,49.372502
21.7,25,49.381298
25.4,25,49.391977
23.4,25,49.400645
26.3,25,49.409325
24.3,25,49.417917
25.7,25,49.426666
27.3,25,49.435124
23.2,25,49.443465
25.6,25,49.452122
25.3,25,49.460522
28.6,25,49.468956
29.2,25,49.477579
27.2,25,49.486175
28.2,25,49.494818
24.2,25,49.76378
23.0,25,49.774497
27.7,25,49.783127
23.3,25,49.791581
25.3,25,49.80029
28.0,25,49.809146
28.2,25,49.818423
25.3,25,49.828024
28.2,25,49.837458
28.2,25,49.847703
23.1,25,49.856254
30.2,25,49.864783
25.3,25,49.873586
25.2,25,49.882325
27.2,25,49.890687
25.3,25,49.899244
24.3,25,49.907773
25.3,25,49.916948
25.3,25,49.925345
28.3,25,49.933511
27.9,25,50.206965
27.2,25,50.217836
26.3,25,50.226818
27.2,25,50.236262
27.2,25,50.244763
23.0,25,50.253362
29.2,25,50.2618
26.4,25,50.270231
25.2,25,50.27875
25.3,25,50.28723
27.6,25,50.295573
29.2,25,50.303946
26.3,25,50.312592
27.3,25,50.324542
28.6,25,50.334738
29.2,25,50.343192
28.2,25,50.351686
26.3,25,50.360123
26.2,25,50.371341
24.2,25,50.380676
25.6,25,50.392963
25.2,25,50.677228
29.6,25,50.686709
26.3,25,50.695091
26.2,25,50.704014
24.6,25,50.712389
27.3,25,50.721161
28.2,25,50.729786
28.6,25,50.738186
28.2,25,50.747019
28.6,25,50.75532
27.2,25,50.763776
27.3,25,50.772032
27.3,25,50.782778
26.2,25,50.791076
27.2,25,50.799467
24.2,25,50.807767
25.6,25,50.816288
25.3,25,50.825029
28.2,25,50.835011
27.2,25,50.84347
21.0,25,51.111177
27.2,25,51.121908
28.6,25,51.130471
26.2,25,51.138907
25.6,25,51.147467
26.2,25,51.156248
28.2,25,51.164906
26.2,25,51.173466
27.2,25,51.182071
27.2,25,51.19087
26.2,25,51.199378
28.2,25,51.208185
26.6,25,51.216775
27.2,25,51.225582
25.2,25,51.234062
27.6,25,51.242984
26.3,25,51.251563
22.1,25,51.260084
26.4,25,51.269169
25.0,25,51.277715
27.3,25,51.286342
28.6,25,51.62803
29.6,25,51.637956
28.4,25,51.646465
25.2,25,51.655266
27.3,25,51.664584
31.6,25,51.673484
29.2,25,51.682398
25.0,25,51.690749
28.2,25,51.700525
28.2,25,51.708991
28.2,25,51.7176
28.3,25,51.725948
26.9,25,51.735358
26.3,25,51.74424
24.0,25,51.752626
28.2,25,51.761455
26.2,25,51.770222
28.2,25,51.779147
26.3,25,51.787524
27.9,25,51.800928
29.6,25,52.154748
26.6,25,52.165976
26.2,25,52.174934
29.2,25,52.183462
29.2,25,52.192261
25.0,25,52.200832
27.3,25,52.210397
26.3,25,52.220816
28.2,25,52.234367
25.2,25,52.244067
29.2,25,52.252649
29.2,25,52.261349
29.2,25,52.270245
25.0,25,52.278906
28.2,25,52.287603
26.2,25,52.297312
30.6,25,52.306303
31.6,25,52.316267
27.3,25,52.325064
29.2,25,52.335588
27.2,25,52.346977
28.2,25,52.699842
23.8,25,52.709333
25.0,25,52.71775
28.2,25,52.726493
26.2,25,52.735092
28.4,25,52.743606
27.2,25,52.752249
30.2,25,52.761429
32.2,25,52.770546
27.2,25,52.780142
26.0,25,52.789406
27.2,25,52.798506
27.3,25,52.809448
29.6,25,52.818428
26.8,25,52.827976
27.2,25,52.83818
28.2,25,52.857275
28.2,25,52.877073
30.2,25,52.890162
19.9,25,52.89949
25.2,25,53.507544
25.3,25,53.519236
28.2,25,53.529641
28.6,25,53.540052
27.2,25,53.551427
26.0,25,53.563788
27.2,25,53.575527
30.6,25,53.590012
26.3,25,53.601632
30.2,25,53.616554
27.3,25,53.626904
26.2,25,53.637207
27.2,25,53.651536
26.2,25,53.663033
28.3,25,53.676116
26.3,25,53.685923
27.2,25,53.695331
28.2,25,53.704264
28.3,25,53.712995
29.3,25,53.721944
27.4,25,53.732316
27.3,25,54.041277
26.3,25,54.051455
27.2,25,54.060576
29.2,25,54.06981
26.6,25,54.079081
27.3,25,54.088171
28.2,25,54.098171
27.6,25,54.110231
28.2,25,54.120111
28.2,25,54.148728
26.3,25,54.177664
27.2,25,54.19564
28.3,25,54.221479
27.3,25,54.248826
29.2,25,54.278104
28.2,25,54.30893
28.6,25,54.325529
29.2,25,54.338167
27.6,25,54.34983
28.2,25,54.374146
26.2,25,55.022175
30.2,25,55.033724
28.6,25,55.073101
27.2,25,55.109422
25.3,25,55.158611
29.2,25,55.184846
28.2,25,55.198159
28.3,25,55.208378
29.2,25,55.218279
27.2,25,55.228997
29.2,25,55.247252
27.3,25,55.259701
27.2,25,55.269853
27.6,25,55.28842
29.2,25,55.298361
24.9,25,55.308662
27.6,25,55.317352
26.2,25,55.32637
30.2,25,55.335124
27.9,25,55.343992
29.6,25,55.352895
26.6,25,55.684429
30.2,25,55.727033
28.3,25,55.757726
27.6,25,55.791951
29.3,25,55.828072
28.2,25,55.865079
28.2,25,55.905089
21.9,25,55.926581
27.3,25,55.938015
28.4,25,55.951049
29.2,25,55.962143
28.2,25,55.971904
27.6,25,55.981294
24.2,25,55.990321
29.2,25,55.999929
29.2,25,56.008792
28.2,25,56.017961
25.0,25,56.026529
29.2,25,56.035012
30.6,25,56.043545
27.2,25,56.443528
26.3,25,56.454249
29.2,25,56.463793
26.3,25,56.473019
25.0,25,56.483266
28.4,25,56.492868
30.2,25,56.514159
27.3,25,56.553023
28.2,25,56.595167
28.3,25,56.605693
29.2,25,56.622774
26.2,25,56.636319
27.2,25,56.64729
28.2,25,56.658591
29.3,25,56.670518
28.2,25,56.681245
26.3,25,56.690958
24.0,25,56.70041
27.0,25,56.709759
25.3,25,56.719296
27.3,25,57.319524
26.2,25,57.332616
24.9,25,57.345572
27.3,25,57.355907
27.2,25,57.365157
30.2,25,57.375081
9.6,25,57.385591
26.0,25,57.395581
27.2,25,57.405296
29.3,25,57.414221
25.9,25,57.423215
26.6,25,57.432268
27.0,25,57.44124
27.6,25,57.450396
25.3,25,57.459295
30.2,25,57.468174
27.2,25,57.477011
29.2,25,57.486007
26.2,25,57.49628
24.0,25,57.504974
28.3,25,57.516876
29.6,25,57.789861
28.3,25,57.799895
24.0,25,57.808446
28.2,25,57.817077
28.3,25,57.825718
30.6,25,57.834368
29.6,25,57.843928
27.2,25,57.852738
31.2,25,57.861775
26.3,25,57.870755
25.0,25,57.881631
25.9,25,57.894119
27.2,25,57.904326
30.2,25,57.91322
28.2,25,57.921611
30.3,25,57.930063
28.6,25,57.938781
28.2,25,57.94746
28.2,25,57.956095
27.3,25,57.964911
27.6,25,58.230067
28.3,25,58.242304
28.3,25,58.252291
26.3,25,58.261891
28.2,25,58.272705
30.2,25,58.281983
27.2,25,58.290834
27.4,25,58.299911
26.7,25,58.308861
27.3,25,58.317881
27.2,25,58.326912
28.2,25,58.335755
26.0,25,58.344835
27.3,25,58.35381
28.6,25,58.362663
25.3,25,58.371399
27.2,25,58.381946
29.2,25,58.391825
27.2,25,58.405576
24.9,25,58.415036
26.2,25,58.424331
28.2,25,59.670872
28.2,25,59.681258
25.3,25,59.690431
26.2,25,59.699594
24.9,25,59.708926
29.2,25,59.718096
26.3,25,59.727309
28.2,25,59.73644
27.2,25,59.744846
27.2,25,59.75387
24.3,25,59.762685
24.0,25,59.772542
26.3,25,59.781198
28.2,25,59.78986
29.6,25,59.79855
26.3,25,59.807596
29.2,25,59.816477
30.2,25,59.825371
28.3,25,59.834215
27.2,25,59.843111
29.2,25,60.363549
25.3,25,60.375554
28.3,25,60.385299
26.2,25,60.395269
29.6,25,60.405638
25.6,25,60.415073
28.2,25,60.424821
28.2,25,60.433965
26.2,25,60.443356
23.4,25,60.454428
30.6,25,60.463841
27.3,25,60.473138
27.3,25,60.48215
29.2,25,60.491094
27.2,25,60.500127
28.2,25,60.509637
31.6,25,60.520512
29.2,25,60.530308
27.9,25,60.538856
31.2,25,60.547587
27.2,25,60.556173
31.2,25,60.825903
25.0,25,60.836501
26.3,25,60.845653
29.2,25,60.856266
26.2,25,60.866249
-6.6,25,60.87517
28.6,25,60.88425
27.2,25,60.892879
27.2,25,60.902014
28.2,25,60.911798
27.0,25,60.920527
28.2,25,60.928883
29.6,25,60.937308
27.2,25,60.945784
29.6,25,60.954279
28.2,25,60.966145
26.4,25,60.974431
26.3,25,60.983047
27.2,25,60.99171
28.2,25,61.000122
27.3,25,61.288805
10.6,25,61.300745
27.2,25,61.309623
27.2,25,61.318575
28.2,25,61.327382
27.2,25,61.336384
30.2,25,61.345399
23.0,25,61.355146
24.3,25,61.363758
30.6,25,61.372665
27.2,25,61.385387
25.3,25,61.395057
29.6,25,61.406337
22.2,25,61.415301
25.2,25,61.42414
28.2,25,61.432522
27.3,25,61.441181
26.3,25,61.449728
23.8,25,61.458323
29.2,25,61.466796
28.3,25,61.480283
25.9,25,61.746814
28.2,25,61.756544
29.2,25,61.765879
30.2,25,61.775391
28.3,25,61.785036
29.3,25,61.794291
29.3,25,61.803093
28.2,25,61.812184
28.3,25,61.820915
26.3,25,61.829755
27.0,25,61.837951
29.2,25,61.846817
29.2,25,61.855325
28.3,25,61.863894
28.2,25,61.872734
29.2,25,61.881362
27.3,25,61.89002
31.2,25,61.898557
27.6,25,61.907724
29.2,25,61.916257
26.2,25,62.191404
28.3,25,62.202177
27.3,25,62.210886
28.2,25,62.219478
27.3,25,62.228045
23.0,25,62.236631
27.4,25,62.245225
25.1,25,62.253619
27.2,25,62.262212
28.2,25,62.271531
25.3,25,62.280988
28.2,25,62.289486
29.6,25,62.298023
25.3,25,62.306639
28.2,25,62.315246
29.6,25,62.323584
26.3,25,62.33253
26.2,25,62.341029
25.9,25,62.349613
27.3,25,62.35819
26.3,25,62.366677
28.2,25,62.746638
24.9,25,62.756574
24.1,25,62.765613
28.2,25,62.776861
27.2,25,62.788644
28.3,25,62.798385
28.2,25,62.807594
24.9,25,62.81751
30.2,25,62.828048
28.2,25,62.837353
30.2,25,62.846143
26.4,25,62.85461
28.2,25,62.863191
26.3,25,62.872325
29.3,25,62.88201
28.2,25,62.891626
25.3,25,62.900727
26.6,25,62.910107
24.0,25,62.919893
29.2,25,62.92841
27.3,25,63.317625
27.2,25,63.329165
27.3,25,63.338294
-6.6,25,63.348122
26.2,25,63.357445
27.3,25,63.367216
27.2,25,63.376367
26.9,25,63.386145
28.2,25,63.396399
26.0,25,63.407467
24.9,25,63.416372
30.2,25,63.425841
26.0,25,63.434835
25.2,25,63.443538
26.1,25,63.452313
25.2,25,63.461222
27.2,25,63.470475
27.9,25,63.479076
27.3,25,63.487873
27.2,25,63.496354
27.2,25,63.505042
26.0,25,63.772007
28.2,25,63.782958
28.2,25,63.793717
28.2,25,63.805814
29.3,25,63.815033
24.8,25,63.824129
27.2,25,63.832894
27.4,25,63.84152
30.2,25,63.851203
26.2,25,63.860534
27.9,25,63.868897
29.2,25,63.878581
30.2,25,63.887483
-2.2,25,63.895744
30.6,25,63.904766
7.4,25,63.913307
26.0,25,63.922191
28.2,25,63.930938
31.2,25,63.939715
28.3,25,63.948661
27.0,25,64.258548
24.0,25,64.269371
30.2,25,64.278179
26.3,25,64.286918
27.3,25,64.296961
29.2,25,64.305553
30.2,25,64.314799
28.2,25,64.323553
27.3,25,64.331978
29.2,25,64.340782
25.1,25,64.349152
14.8,25,64.357683
27.3,25,64.366188
27.3,25,64.375686
30.2,25,64.385356
27.2,25,64.394119
28.2,25,64.402924
29.2,25,64.411504
29.2,25,64.420537
28.2,25,64.429017
30.2,25,64.437631
31.2,25,64.738717
28.2,25,64.748135
23.7,25,64.758132
25.1,25,64.767191
27.0,25,64.77594
28.2,25,64.78491
28.2,25,64.794482
29.2,25,64.804313
22.2,25,64.813087
29.2,25,64.822001
26.9,25,64.830849
27.2,25,64.839727
29.2,25,64.84853
28.2,25,64.858079
28.2,25,64.866492
28.2,25,64.875702
25.3,25,64.88436
29.2,25,64.892817
24.0,25,64.902526
26.2,25,64.911131
28.2,25,65.190978
27.3,25,65.201693
28.2,25,65.210268
27.3,25,65.21912
28.6,25,65.227716
27.2,25,65.236257
28.2,25,65.244848
26.2,25,65.253668
30.6,25,65.262486
30.6,25,65.271271
28.2,25,65.279978
28.2,25,65.290919
27.3,25,65.301225
28.2,25,65.311609
25.2,25,65.320113
27.2,25,65.328845
30.2,25,65.337217
29.2,25,65.345753
24.0,25,65.354265
30.2,25,65.362618
27.2,25,65.371224
26.2,25,65.664417
31.6,25,65.674321
25.2,25,65.683608
26.9,25,65.692809
27.2,25,65.70207
26.3,25,65.711438
24.0,25,65.720503
29.2,25,65.729661
30.2,25,65.738224
26.3,25,65.746921
24.1,25,65.75549
27.2,25,65.764313
4.2,25,65.77285
28.2,25,65.781468
16.0,25,65.790283
29.2,25,65.799378
29.2,25,65.811098
26.2,25,65.819928
25.9,25,65.829361
26.9,25,65.837999
27.2,25,66.125359
25.2,25,66.13605
26.2,25,66.144631
28.3,25,66.153476
28.2,25,66.162412
26.9,25,66.171442
27.3,25,66.180291
26.3,25,66.18891
26.3,25,66.19768
27.2,25,66.206422
24.0,25,66.215478
29.2,25,66.223812
27.2,25,66.23234
26.4,25,66.240819
29.3,25,66.250738
25.2,25,66.259073
28.2,25,66.267457
28.2,25,66.276078
26.2,25,66.284445
27.2,25,66.293079
28.2,25,66.302046
25.2,25,66.608417
27.2,25,66.618171
28.2,25,66.62691
28.2,25,66.635727
26.3,25,66.64468
-4.4,25,66.653263
29.2,25,66.662273
23.8,25,66.67108
30.2,25,66.680249
30.2,25,66.689225
28.2,25,66.69809
29.2,25,66.707012
27.2,25,66.715925
26.2,25,66.72462
27.3,25,66.733446
30.6,25,66.742131
28.2,25,66.751097
26.2,25,66.759885
27.2,25,66.76874
28.2,25,66.77755
28.2,25,67.047422
29.2,25,67.0592
28.2,25,67.070432
29.6,25,67.084104
31.6,25,67.092718
28.2,25,67.101641
28.2,25,67.110934
26.0,25,67.119608
29.6,25,67.128315
24.0,25,67.136911
28.2,25,67.145481
27.6,25,67.154071
27.2,25,67.162852
29.6,25,67.17138
30.6,25,67.179778
29.2,25,67.188048
27.2,25,67.196607
30.2,25,67.205178
28.2,25,67.213675
26.3,25,67.222
27.2,25,67.23037
27.2,25,67.53594
28.8,25,67.544849
27.2,25,67.553863
27.2,25,67.563473
28.2,25,67.573661
27.2,25,67.582753
26.3,25,67.591655
26.3,25,67.600455
27.2,25,67.609243
27.2,25,67.618712
28.2,25,67.627493
29.2,25,67.63616
27.2,25,67.644814
27.2,25,67.654148
24.0,25,67.662777
25.9,25,67.671418
26.4,25,67.680252
29.2,25,67.689036
31.2,25,67.697753
26.0,25,67.706402
26.9,25,67.986398
28.2,25,67.996797
31.2,25,68.006068
28.2,25,68.014546
27.3,25,68.023429
29.2,25,68.031888
28.3,25,68.040575
28.2,25,68.049073
33.6,25,68.058155
26.3,25,68.06817
27.2,25,68.076779
27.2,25,68.085551
26.0,25,68.094084
27.2,25,68.111708
28.3,25,68.121181
28.3,25,68.13002
26.9,25,68.138514
27.0,25,68.150151
29.2,25,68.158662
26.2,25,68.167052
29.2,25,68.175632
29.2,25,68.478523
28.3,25,68.487565
29.6,25,68.49637
-6.6,25,68.504682
30.2,25,68.51353
26.6,25,68.52223
26.3,25,68.530825
29.2,25,68.539362
29.2,25,68.547779
25.9,25,68.556814
28.2,25,68.566601
30.2,25,68.57656
28.3,25,68.58538
31.2,25,68.593839
29.2,25,68.602561
24.0,25,68.610968
28.2,25,68.619566
27.2,25,68.628051
30.2,25,68.637133
28.3,25,68.645942
28.2,25,68.916949
27.3,25,68.927203
31.2,25,68.935716
27.2,25,68.944186
29.2,25,68.952844
31.6,25,68.961856
26.3,25,68.970538
26.0,25,68.979211
28.2,25,68.988421
27.3,25,68.99816
29.2,25,69.007714
28.3,25,69.0164
26.3,25,69.025907
26.9,25,69.034968
26.3,25,69.043825
27.2,25,69.052735
27.3,25,69.061687
28.2,25,69.071296
28.3,25,69.080601
27.2,25,69.089601
28.2,25,69.099001
29.2,25,69.378136
27.0,25,69.386992
29.2,25,69.397208
24.0,25,69.406878
27.2,25,69.418246
27.2,25,69.428218
28.6,25,69.437682
26.9,25,69.447352
26.9,25,69.456285
26.9,25,69.464944
28.2,25,69.473979
27.2,25,69.482557
23.4,25,69.491362
30.2,25,69.499949
27.2,25,69.509011
28.2,25,69.51954
27.6,25,69.530503
28.2,25,69.539721
27.3,25,69.548077
29.2,25,69.556665
29.2,25,69.811286
28.3,25,69.823068
30.6,25,69.832523
29.2,25,69.842115
29.2,25,69.851152
28.6,25,69.859925
28.2,25,69.868743
25.3,25,69.877555
30.6,25,69.886408
29.2,25,69.89518
28.2,25,69.903838
29.2,25,69.912625
-1.2,25,69.920925
29.2,25,69.929615
27.3,25,69.938335
22.8,25,69.947196
29.2,25,69.955895
30.2,25,69.96459
29.6,25,69.973395
25.9,25,69.981932
27.0,25,70.257136
29.2,25,70.268736
29.2,25,70.277957
28.2,25,70.286515
29.2,25,70.295529
28.2,25,70.304483
29.2,25,70.313099
25.0,25,70.321903
28.3,25,70.330791
30.3,25,70.340878
26.2,25,70.349368
26.0,25,70.358115
27.2,25,70.367127
31.2,25,70.375959
30.2,25,70.384521
27.0,25,70.395408
29.2,25,70.404671
27.2,25,70.414504
29.2,25,70.423512
28.2,25,70.43238
29.2,25,70.442223
29.2,25,70.724317
25.3,25,70.734335
29.2,25,70.743256
27.3,25,70.752107
27.0,25,70.76075
25.9,25,70.769443
29.3,25,70.778237
26.3,25,70.78727
28.2,25,70.796055
29.2,25,70.804895
25.9,25,70.813483
28.9,25,70.822492
31.2,25,70.831531
29.2,25,70.841695
26.0,25,70.850327
28.3,25,70.859066
30.3,25,70.86792
29.6,25,70.876434
30.2,25,70.885166
30.2,25,70.893872
28.2,25,71.172326
29.6,25,71.183594
31.2,25,71.192622
28.2,25,71.201253
29.2,25,71.209981
27.0,25,71.218759
27.0,25,71.227527
31.2,25,71.236217
29.2,25,71.244919
29.2,25,71.253781
30.2,25,71.262536
28.3,25,71.271121
30.2,25,71.279726
28.2,25,71.288517
30.2,25,71.297259
20.2,25,71.305698
29.3,25,71.314474
30.2,25,71.323119
28.2,25,71.332088
26.9,25,71.341707
31.2,25,71.350669
29.2,25,71.650857
31.2,25,71.660831
30.2,25,71.669464
25.0,25,71.677968
29.2,25,71.686548
26.3,25,71.695092
30.2,25,71.704137
28.2,25,71.712505
29.2,25,71.721297
28.2,25,71.729831
26.3,25,71.738328
29.3,25,71.746848
26.2,25,71.755235
29.2,25,71.763869
24.8,25,71.772387
27.2,25,71.781249
30.2,25,71.789751
29.2,25,71.798832
30.2,25,71.807524
28.2,25,71.816097
29.2,25,72.070359
29.2,25,72.082857
29.2,25,72.092104
29.2,25,72.101345
27.6,25,72.111759
29.2,25,72.120548
-1.2,25,72.129102
28.2,25,72.137791
32.2,25,72.14654
27.2,25,72.155206
28.0,25,72.164573
27.3,25,72.173949
26.9,25,72.182973
30.2,25,72.191391
31.2,25,72.199882
29.2,25,72.20894
28.2,25,72.217762
31.2,25,72.226321
28.9,25,72.23517
30.2,25,72.243685
27.2,25,72.252316
27.0,25,72.548062
30.6,25,72.557832
24.7,25,72.566454
28.2,25,72.575397
28.2,25,72.584435
27.2,25,72.593882
29.2,25,72.603909
31.2,25,72.612786
28.3,25,72.621625
28.2,25,72.630501
30.2,25,72.639478
23.8,25,72.648618
28.2,25,72.657466
29.2,25,72.666228
30.2,25,72.675432
30.2,25,72.68373
27.9,25,72.694104
28.6,25,72.703272
28.2,25,72.711704
30.3,25,72.719977
29.2,25,73.00598
29.2,25,73.017244
28.3,25,73.026085
28.2,25,73.034989
29.2,25,73.044402
29.2,25,73.05454
29.2,25,73.064059
28.2,25,73.073176
25.2,25,73.082256
29.2,25,73.091108
26.9,25,73.102377
31.2,25,73.111218
30.2,25,73.11978
30.2,25,73.129517
26.9,25,73.13807
31.2,25,73.147824
29.2,25,73.156548
27.3,25,73.165063
30.2,25,73.173491
32.2,25,73.181956
27.9,25,73.191323
31.6,25,73.489583
29.2,25,73.499736
5.2,25,73.508402
29.3,25,73.517106
30.2,25,73.525763
29.2,25,73.534582
28.2,25,73.543397
29.2,25,73.55211
29.2,25,73.560868
28.2,25,73.569585
28.9,25,73.5781
27.9,25,73.58693
27.2,25,73.595868
28.9,25,73.605835
29.2,25,73.614528
30.2,25,73.623647
30.2,25,73.632299
29.2,25,73.641391
29.2,25,73.650186
29.2,25,73.659112
27.9,25,73.934417
29.2,25,73.945235
30.2,25,73.953963
29.2,25,73.96257
29.2,25,73.971434
27.0,25,73.980193
29.2,25,73.98891
28.2,25,73.997586
30.2,25,74.006198
31.2,25,74.015191
28.2,25,74.02387
28.2,25,74.032516
26.3,25,74.041489
29.2,25,74.050183
26.9,25,74.05911
29.6,25,74.067919
29.2,25,74.07672
28.3,25,74.08551
32.6,25,74.095878
29.2,25,74.10476
29.2,25,74.115861
28.2,25,74.382275
27.3,25,74.392259
29.2,25,74.404643
28.3,25,74.413705
28.2,25,74.423852
28.2,25,74.433116
27.2,25,74.442438
25.0,25,74.451897
30.2,25,74.461528
27.9,25,74.470513
9.6,25,74.479256
30.6,25,74.488115
29.2,25,74.4967
29.2,25,74.505084
28.0,25,74.513587
26.3,25,74.521935
30.2,25,74.530647
-6.6,25,74.538697
32.2,25,74.547217
29.2,25,74.555821
28.2,25,74.818714
29.2,25,74.830691
28.3,25,74.840785
8.4,25,74.849465
30.2,25,74.858339
17.0,25,74.868469
29.2,25,74.877596
27.9,25,74.887874
30.2,25,74.897843
31.2,25,74.906301
28.0,25,74.914869
29.3,25,74.92346
30.2,25,74.931959
30.2,25,74.940416
32.2,25,74.948815
28.2,25,74.957458
30.2,25,74.966061
26.0,25,74.974569
27.2,25,74.983279
31.2,25,74.991795
28.2,25,75.000388
29.2,25,75.269376
30.2,25,75.27954
29.2,25,75.288253
32.2,25,75.297076
28.3,25,75.306354
31.2,25,75.315295
27.2,25,75.324036
30.2,25,75.332774
29.9,25,75.341828
30.2,25,75.35226
27.3,25,75.363935
29.2,25,75.37254
27.9,25,75.381759
29.2,25,75.391871
29.2,25,75.4019
3.0,25,75.411128
30.2,25,75.42102
30.2,25,75.429796
29.2,25,75.438198
28.2,25,75.446895
31.2,25,75.7442
28.3,25,75.755805
30.2,25,75.765483
28.2,25,75.775033
29.2,25,75.785004
27.2,25,75.794758
29.3,25,75.803894
27.9,25,75.813315
29.2,25,75.822859
29.2,25,75.832409
26.4,25,75.842394
29.2,25,75.852034
27.2,25,75.862994
30.2,25,75.875703
30.2,25,75.88752
30.2,25,75.899109
30.2,25,75.910885
31.2,25,75.920205
29.2,25,75.931882
26.0,25,75.940433
29.2,25,75.948656
28.4,25,76.219942
31.2,25,76.229435
26.0,25,76.237974
26.2,25,76.246737
28.2,25,76.255447
29.2,25,76.264275
28.2,25,76.27308
29.2,25,76.281838
30.2,25,76.29207
28.2,25,76.300839
28.0,25,76.309494
29.2,25,76.31822
27.9,25,76.326944
28.2,25,76.335942
28.2,25,76.344655
29.2,25,76.353423
31.2,25,76.362404
32.2,25,76.372049
27.2,25,76.380774
29.2,25,76.389711
31.2,25,76.669412
29.2,25,76.680758
28.9,25,76.689259
29.2,25,76.697736
28.2,25,76.706197
27.2,25,76.714792
32.2,25,76.723294
28.2,25,76.731696
26.0,25,76.740232
29.2,25,76.748606
29.2,25,76.757173
31.2,25,76.766031
27.2,25,76.774762
29.3,25,76.783091
-6.6,25,76.791261
31.2,25,76.799492
29.2,25,76.807976
29.2,25,76.816364
30.2,25,76.82489
29.2,25,76.833252
29.2,25,76.841878
30.2,25,77.096424
27.0,25,77.105827
30.2,25,77.115334
30.2,25,77.124456
28.2,25,77.134092
30.2,25,77.143085
27.2,25,77.151845
29.3,25,77.160399
29.2,25,77.1696
30.2,25,77.178
28.2,25,77.186743
28.9,25,77.195284
24.9,25,77.203841
30.2,25,77.212416
27.2,25,77.221001
30.2,25,77.229629
28.2,25,77.238009
30.2,25,77.247324
27.2,25,77.255785
26.0,25,77.264184
