#{"t_start": 1771238590.3450012, "env_id": null}
r,l,t
26.7,25,39.531324
27.6,25,39.540153
27.3,25,39.96053
23.1,25,39.970408
30.2,25,39.979661
26.3,25,39.988691
25.3,25,39.99783
26.3,25,40.006806
27.3,25,40.016023
28.2,25,40.025317
26.3,25,40.034321
27.2,25,40.044263
26.3,25,40.053056
26.2,25,40.063041
25.3,25,40.073926
28.3,25,40.083414
30.2,25,40.092909
28.3,25,40.101252
25.9,25,40.110031
30.2,25,40.118742
32.3,25,40.127163
28.3,25,40.135753
26.3,25,40.441951
25.0,25,40.453149
28.3,25,40.462054
26.3,25,40.470914
29.2,25,40.479214
26.4,25,40.487654
27.2,25,40.496007
31.2,25,40.50441
27.9,25,40.514772
31.2,25,40.523338
24.4,25,40.531997
23.3,25,40.541241
30.2,25,40.551061
29.2,25,40.559441
29.2,25,40.567602
29.2,25,40.576325
25.2,25,40.584627
30.2,25,40.592831
27.2,25,40.601277
27.2,25,40.609694
27.6,25,40.617982
29.3,25,40.881947
27.0,25,40.891387
24.0,25,40.900063
24.0,25,40.911136
27.3,25,40.923307
28.3,25,40.931675
25.2,25,40.940479
30.2,25,40.949487
28.3,25,40.95807
27.3,25,40.966327
24.9,25,40.975516
27.2,25,40.984435
28.2,25,40.993629
28.2,25,41.002082
27.7,25,41.010859
27.6,25,41.020856
25.3,25,41.029545
27.2,25,41.038358
27.3,25,41.048229
29.6,25,41.058242
26.3,25,41.448041
29.2,25,41.459778
28.6,25,41.469009
28.6,25,41.478232
26.2,25,41.487374
31.6,25,41.496396
27.3,25,41.505555
29.2,25,41.514533
25.0,25,41.524025
22.0,25,41.532536
30.3,25,41.541363
25.0,25,41.550917
27.2,25,41.560039
28.2,25,41.568917
30.6,25,41.577381
25.3,25,41.586073
28.2,25,41.594632
28.2,25,41.603367
30.6,25,41.611835
24.3,25,41.620439
28.2,25,41.629284
27.3,25,41.883459
27.3,25,41.892629
26.2,25,41.901463
26.3,25,41.910837
27.0,25,41.92023
27.3,25,41.930736
31.2,25,41.939432
28.3,25,41.948384
28.3,25,41.95711
26.6,25,41.965929
27.2,25,41.97445
27.3,25,41.983244
26.3,25,41.991727
30.6,25,41.999887
29.2,25,42.00861
29.2,25,42.01712
26.1,25,42.027061
31.6,25,42.035812
27.2,25,42.04446
29.3,25,42.053158
25.4,25,42.476666
27.2,25,42.487699
30.2,25,42.498436
30.3,25,42.507672
28.2,25,42.517095
26.2,25,42.526513
29.2,25,42.536419
29.2,25,42.545871
22.1,25,42.5546
26.2,25,42.564226
27.3,25,42.572709
30.3,25,42.581223
24.0,25,42.589667
27.6,25,42.598206
25.3,25,42.607104
29.6,25,42.616857
27.2,25,42.626582
27.3,25,42.635429
29.3,25,42.644591
26.6,25,42.653078
30.2,25,42.662019
24.4,25,42.911302
27.3,25,42.921007
31.2,25,42.930179
28.6,25,42.939939
25.9,25,42.949157
29.2,25,42.957813
27.9,25,42.966395
26.6,25,42.975137
25.3,25,42.983829
28.3,25,42.992449
27.2,25,43.001528
27.6,25,43.010337
26.2,25,43.019027
30.2,25,43.027534
29.3,25,43.036747
27.0,25,43.045513
26.2,25,43.054365
28.3,25,43.062935
27.3,25,43.072011
31.2,25,43.080593
27.2,25,43.472932
29.6,25,43.483856
27.2,25,43.493132
25.2,25,43.502169
27.0,25,43.511278
23.1,25,43.520347
29.2,25,43.529507
27.2,25,43.538781
26.6,25,43.5474
26.0,25,43.556125
32.6,25,43.564513
28.2,25,43.573527
28.6,25,43.582184
24.0,25,43.59122
28.2,25,43.599849
29.2,25,43.608463
25.1,25,43.617251
29.3,25,43.625795
24.1,25,43.634383
28.3,25,43.643045
28.2,25,43.651718
28.2,25,43.908165
27.0,25,43.917926
31.2,25,43.927438
23.0,25,43.936469
31.6,25,43.946343
28.3,25,43.954987
29.2,25,43.96355
27.3,25,43.972285
26.2,25,43.980948
27.3,25,43.989714
29.3,25,43.998402
30.2,25,44.007009
26.4,25,44.015664
26.3,25,44.024239
27.3,25,44.033268
24.7,25,44.041798
28.3,25,44.050726
24.8,25,44.059397
25.3,25,44.068317
29.2,25,44.076985
31.2,25,44.373468
26.3,25,44.384233
29.2,25,44.393052
32.2,25,44.402138
24.1,25,44.411507
31.2,25,44.421267
27.0,25,44.434162
29.2,25,44.444374
27.2,25,44.452686
24.3,25,44.461068
24.2,25,44.469746
25.0,25,44.478151
26.2,25,44.487488
27.3,25,44.496139
28.2,25,44.505447
29.6,25,44.513932
27.3,25,44.522705
22.1,25,44.531332
23.3,25,44.540354
25.0,25,44.548667
28.2,25,44.557431
25.3,25,44.854533
30.2,25,44.863626
28.3,25,44.872725
27.6,25,44.881114
28.6,25,44.889676
27.3,25,44.898281
28.2,25,44.906633
22.1,25,44.915228
29.7,25,44.92424
24.4,25,44.9354
26.2,25,44.948131
23.1,25,44.958397
28.2,25,44.967306
28.2,25,44.975537
28.2,25,44.9842
23.3,25,44.992918
24.0,25,45.001492
29.2,25,45.009939
28.2,25,45.018222
28.2,25,45.02654
28.2,25,45.319533
26.3,25,45.330316
27.3,25,45.339539
28.2,25,45.347967
28.2,25,45.356442
30.2,25,45.364701
25.4,25,45.373067
28.2,25,45.381428
26.3,25,45.389918
28.4,25,45.398368
27.3,25,45.406967
29.2,25,45.415533
-6.6,25,45.424559
25.3,25,45.434145
29.2,25,45.444996
23.3,25,45.453471
27.2,25,45.461862
30.2,25,45.470445
29.2,25,45.478835
28.6,25,45.487225
27.6,25,45.495475
23.3,25,45.766513
26.4,25,45.776358
27.3,25,45.785213
26.3,25,45.793521
27.2,25,45.802192
26.3,25,45.810443
29.2,25,45.818912
30.2,25,45.827157
26.0,25,45.835805
28.3,25,45.844127
29.6,25,45.852883
26.2,25,45.861367
24.3,25,45.869763
28.6,25,45.878402
30.6,25,45.887044
28.2,25,45.895425
26.2,25,45.904027
28.2,25,45.912659
28.3,25,45.922512
29.2,25,45.931814
28.6,25,46.218708
25.0,25,46.230086
32.2,25,46.24059
26.6,25,46.249513
25.3,25,46.26034
25.3,25,46.26956
29.6,25,46.278879
30.6,25,46.287826
26.3,25,46.296362
28.2,25,46.305639
27.2,25,46.314603
27.3,25,46.324473
28.2,25,46.333798
28.2,25,46.343333
26.3,25,46.353229
32.2,25,46.36304
25.2,25,46.372547
28.3,25,46.385702
26.6,25,46.394022
26.0,25,46.402394
27.3,25,46.410591
28.6,25,46.661154
24.3,25,46.670181
28.2,25,46.678653
27.2,25,46.687665
28.2,25,46.697016
28.2,25,46.705667
28.2,25,46.715552
25.3,25,46.723996
23.1,25,46.73265
26.9,25,46.741163
28.3,25,46.749664
29.2,25,46.758904
27.2,25,46.776511
26.2,25,46.785454
28.3,25,46.794396
30.2,25,46.803412
28.2,25,46.811838
27.3,25,46.820169
28.3,25,46.828752
23.1,25,46.838878
27.3,25,47.109926
27.2,25,47.120251
24.0,25,47.129307
25.1,25,47.138232
30.2,25,47.146771
26.6,25,47.156143
27.3,25,47.164738
29.2,25,47.173359
25.2,25,47.186313
28.3,25,47.196303
29.6,25,47.211099
23.4,25,47.220734
24.4,25,47.229276
27.2,25,47.238127
25.0,25,47.247453
28.6,25,47.255981
31.2,25,47.2645
29.6,25,47.273081
29.2,25,47.282064
28.2,25,47.292705
27.3,25,47.677763
28.2,25,47.689224
26.9,25,47.699037
28.2,25,47.711199
25.2,25,47.721066
30.6,25,47.730319
29.4,25,47.741299
23.8,25,47.750743
26.4,25,47.760329
28.2,25,47.769178
27.2,25,47.777801
27.3,25,47.788565
27.3,25,47.797423
29.2,25,47.806617
29.2,25,47.815221
28.4,25,47.823696
28.6,25,47.832117
27.6,25,47.840388
29.2,25,47.853896
30.3,25,47.865622
24.3,25,47.873999
28.6,25,48.161474
26.2,25,48.172635
26.2,25,48.184377
27.2,25,48.193888
28.2,25,48.205648
27.3,25,48.215778
28.3,25,48.225121
27.3,25,48.233953
28.2,25,48.242732
29.6,25,48.251275
25.4,25,48.259881
28.2,25,48.268186
23.4,25,48.276738
27.3,25,48.285515
26.0,25,48.293799
31.6,25,48.301916
24.3,25,48.310386
28.2,25,48.319038
26.4,25,48.328548
25.3,25,48.336833
28.2,25,48.608861
27.3,25,48.623018
22.1,25,48.631382
28.6,25,48.639704
29.3,25,48.648502
26.1,25,48.657943
29.6,25,48.668274
26.2,25,48.678842
31.2,25,48.688644
27.2,25,48.697592
31.2,25,48.706294
26.0,25,48.717602
30.2,25,48.730263
25.4,25,48.739675
29.2,25,48.749113
26.6,25,48.759181
28.2,25,48.769875
27.2,25,48.780902
26.6,25,48.791353
28.2,25,48.802791
28.2,25,48.812064
27.3,25,49.091465
27.2,25,49.101385
28.6,25,49.109871
25.3,25,49.118534
31.6,25,49.127167
28.2,25,49.135874
31.2,25,49.144515
26.3,25,49.153178
31.2,25,49.16194
24.4,25,49.170651
29.2,25,49.180546
26.3,25,49.19286
23.0,25,49.205837
28.2,25,49.215093
27.2,25,49.224145
25.0,25,49.234282
29.6,25,49.24327
30.2,25,49.252115
24.3,25,49.26065
24.2,25,49.26946
29.2,25,49.5867
31.2,25,49.598622
24.0,25,49.607508
25.3,25,49.61632
27.2,25,49.624601
30.6,25,49.633041
29.3,25,49.641722
27.3,25,49.650284
29.3,25,49.658863
28.2,25,49.667579
26.2,25,49.676136
29.2,25,49.6849
29.2,25,49.693611
25.2,25,49.704492
27.0,25,49.716458
28.2,25,49.728894
26.2,25,49.739258
29.2,25,49.748478
28.6,25,49.759055
27.2,25,49.767365
26.3,25,49.775604
28.2,25,50.044886
29.2,25,50.055687
28.6,25,50.064712
27.2,25,50.074188
29.2,25,50.08272
27.3,25,50.091329
30.2,25,50.09995
28.2,25,50.108548
26.3,25,50.117243
29.2,25,50.126698
28.6,25,50.135587
27.3,25,50.145386
28.3,25,50.154131
28.2,25,50.16282
28.2,25,50.171907
27.6,25,50.181758
25.4,25,50.193463
30.2,25,50.20814
31.2,25,50.218046
26.0,25,50.228238
26.2,25,50.521214
29.2,25,50.533775
30.2,25,50.543903
22.4,25,50.554403
29.2,25,50.563141
27.2,25,50.571563
25.3,25,50.58153
28.3,25,50.590439
31.2,25,50.599333
28.2,25,50.607784
26.6,25,50.616326
28.2,25,50.625137
28.3,25,50.634363
28.2,25,50.642945
28.6,25,50.651565
29.2,25,50.660439
31.2,25,50.66892
28.6,25,50.677575
29.2,25,50.686023
28.2,25,50.695515
27.3,25,50.706039
23.4,25,50.96252
29.2,25,50.972269
28.3,25,50.982607
25.6,25,50.992032
28.2,25,51.001365
24.3,25,51.011925
27.2,25,51.020379
26.6,25,51.029033
25.3,25,51.037677
26.3,25,51.046298
27.3,25,51.055166
24.6,25,51.063695
30.6,25,51.072711
25.0,25,51.081096
30.2,25,51.089557
27.6,25,51.097951
27.2,25,51.106418
26.2,25,51.114726
28.2,25,51.123219
28.2,25,51.13404
29.6,25,51.445618
29.2,25,51.45646
27.2,25,51.465742
25.3,25,51.474729
30.2,25,51.484227
26.2,25,51.495012
28.2,25,51.504156
27.6,25,51.513341
25.3,25,51.522563
30.2,25,51.531534
27.2,25,51.539898
24.1,25,51.548421
26.3,25,51.557021
26.3,25,51.56588
30.2,25,51.574613
25.3,25,51.584422
24.4,25,51.593847
29.2,25,51.603062
26.3,25,51.611727
26.3,25,51.62016
26.0,25,51.629173
29.2,25,51.900505
29.2,25,51.910235
30.6,25,51.919387
29.2,25,51.928134
28.2,25,51.936797
27.3,25,51.945475
29.3,25,51.954082
25.2,25,51.962753
29.3,25,51.971389
23.0,25,51.980528
26.3,25,51.989308
26.2,25,51.999631
25.2,25,52.008216
29.2,25,52.01695
23.1,25,52.025357
29.2,25,52.034128
29.2,25,52.042864
28.6,25,52.051452
28.2,25,52.061016
31.2,25,52.06943
26.3,25,52.365214
23.3,25,52.376093
27.2,25,52.385284
26.2,25,52.394637
27.3,25,52.403737
26.2,25,52.413114
26.0,25,52.422465
28.2,25,52.43124
27.2,25,52.439732
31.2,25,52.448103
29.2,25,52.45685
30.3,25,52.465405
27.3,25,52.473929
30.3,25,52.482406
29.2,25,52.491533
30.2,25,52.501494
27.2,25,52.510536
27.9,25,52.519243
28.2,25,52.527801
29.2,25,52.536496
29.2,25,52.545221
26.6,25,52.81756
27.3,25,52.827015
29.2,25,52.835475
29.6,25,52.843825
29.2,25,52.852416
25.0,25,52.861104
25.2,25,52.869708
26.3,25,52.878468
30.2,25,52.88708
28.2,25,52.895753
30.2,25,52.904355
28.2,25,52.913174
27.2,25,52.921652
27.2,25,52.930287
29.3,25,52.938811
25.2,25,52.947446
26.2,25,52.955964
26.3,25,52.964649
28.3,25,52.973197
27.3,25,52.981785
24.3,25,53.274931
29.2,25,53.286283
2.0,25,53.295469
26.2,25,53.30389
29.2,25,53.312664
27.6,25,53.321364
26.3,25,53.329781
28.2,25,53.338475
24.2,25,53.346721
28.2,25,53.35529
30.2,25,53.363606
31.2,25,53.372068
28.2,25,53.380268
28.3,25,53.388777
30.2,25,53.396975
28.2,25,53.405307
29.2,25,53.413773
27.2,25,53.42209
26.2,25,53.430659
29.2,25,53.439634
26.3,25,53.448339
25.6,25,53.714321
26.3,25,53.725665
26.2,25,53.734294
28.6,25,53.742648
27.6,25,53.751347
32.2,25,53.761363
28.2,25,53.770125
29.2,25,53.779048
27.2,25,53.787743
30.2,25,53.798473
25.3,25,53.80793
26.3,25,53.818173
27.2,25,53.827727
26.2,25,53.836929
28.2,25,53.845475
29.3,25,53.854158
27.2,25,53.863103
27.2,25,53.872118
26.3,25,53.8814
29.6,25,53.890127
28.6,25,54.177199
27.3,25,54.189505
30.6,25,54.200512
28.2,25,54.213345
26.6,25,54.222024
26.2,25,54.230531
29.2,25,54.239337
26.3,25,54.248348
27.2,25,54.258595
25.0,25,54.266971
27.6,25,54.275499
26.2,25,54.284395
29.3,25,54.293278
25.2,25,54.30263
29.3,25,54.31167
27.2,25,54.320343
26.2,25,54.32903
26.2,25,54.337688
29.2,25,54.346415
30.3,25,54.355816
27.2,25,54.364476
30.3,25,54.633984
30.2,25,54.64306
26.2,25,54.651767
29.2,25,54.660389
25.6,25,54.669276
27.4,25,54.678191
28.3,25,54.687113
31.2,25,54.695847
28.2,25,54.70445
28.3,25,54.713314
31.6,25,54.721869
29.2,25,54.730657
30.2,25,54.739295
29.6,25,54.748423
28.3,25,54.757666
26.2,25,54.767427
27.3,25,54.776164
28.2,25,54.784832
28.2,25,54.793552
27.6,25,54.802133
27.6,25,55.076675
29.2,25,55.087434
28.2,25,55.096102
27.2,25,55.10439
27.6,25,55.112962
27.6,25,55.122231
30.2,25,55.131389
28.6,25,55.139745
28.3,25,55.148333
27.3,25,55.157111
30.2,25,55.166682
31.2,25,55.174998
30.2,25,55.183562
28.2,25,55.19496
24.6,25,55.204546
29.2,25,55.217963
28.3,25,55.229429
30.3,25,55.239975
28.6,25,55.249246
29.2,25,55.25795
26.2,25,55.267128
29.2,25,55.550007
30.2,25,55.560548
27.6,25,55.569717
26.3,25,55.578558
27.2,25,55.587416
29.2,25,55.596262
27.2,25,55.6047
27.2,25,55.613597
28.6,25,55.622112
28.6,25,55.630688
28.2,25,55.639159
30.3,25,55.647827
30.2,25,55.656368
32.2,25,55.665029
28.3,25,55.673753
28.6,25,55.682382
24.3,25,55.691012
28.3,25,55.699721
27.6,25,55.708318
28.6,25,55.716769
28.2,25,55.979665
30.6,25,55.990343
29.2,25,55.998777
27.6,25,56.007724
23.0,25,56.016709
25.7,25,56.02691
26.0,25,56.035636
24.4,25,56.044521
26.2,25,56.053461
27.2,25,56.062159
27.6,25,56.070986
28.0,25,56.079549
29.6,25,56.088342
30.2,25,56.097118
30.2,25,56.105823
27.2,25,56.114397
24.3,25,56.123188
28.6,25,56.131828
29.6,25,56.140377
25.2,25,56.149041
28.6,25,56.157614
27.6,25,56.508614
29.6,25,56.518098
26.3,25,56.528162
29.6,25,56.537931
28.6,25,56.547046
29.2,25,56.55622
29.2,25,56.565062
27.3,25,56.573727
28.2,25,56.582341
28.3,25,56.590994
27.6,25,56.599688
26.2,25,56.608715
28.6,25,56.617469
26.3,25,56.62626
28.6,25,56.634914
27.7,25,56.643635
29.3,25,56.65229
29.2,25,56.660926
26.6,25,56.669743
21.1,25,56.678267
28.3,25,56.942226
27.2,25,56.952439
26.6,25,56.960828
29.6,25,56.969512
26.6,25,56.978275
26.2,25,56.987348
28.2,25,56.996314
27.2,25,57.005469
26.7,25,57.015146
25.0,25,57.024435
31.2,25,57.03511
21.9,25,57.043613
28.6,25,57.052401
29.2,25,57.061307
27.7,25,57.070022
29.2,25,57.079222
27.3,25,57.087806
28.6,25,57.096664
29.3,25,57.10534
30.2,25,57.114566
30.2,25,57.123179
27.2,25,57.428723
29.3,25,57.438241
27.2,25,57.448999
29.2,25,57.45772
25.3,25,57.466704
29.2,25,57.475472
25.2,25,57.484529
26.6,25,57.493684
29.3,25,57.501857
30.6,25,57.510389
28.2,25,57.519242
26.3,25,57.529222
25.3,25,57.539477
28.2,25,57.547701
30.6,25,57.556032
29.6,25,57.564301
25.2,25,57.578208
26.6,25,57.587258
30.6,25,57.595857
29.2,25,57.604473
25.7,25,57.879343
26.2,25,57.89013
29.3,25,57.899201
27.2,25,57.908143
25.3,25,57.917117
28.2,25,57.925527
29.2,25,57.936195
27.2,25,57.945047
27.2,25,57.968682
22.0,25,57.980605
27.6,25,57.988867
-6.6,25,57.997043
29.2,25,58.005268
27.2,25,58.013725
27.2,25,58.022263
26.3,25,58.031235
29.6,25,58.042464
28.2,25,58.050812
28.2,25,58.059204
28.6,25,58.067443
26.2,25,58.075781
29.2,25,58.386875
25.2,25,58.397244
27.2,25,58.406028
30.6,25,58.414843
25.6,25,58.423644
27.6,25,58.432174
31.2,25,58.440766
28.6,25,58.450809
27.3,25,58.463881
27.6,25,58.472802
26.2,25,58.481568
28.6,25,58.490163
26.2,25,58.498995
25.6,25,58.507602
29.2,25,58.516212
30.2,25,58.524863
27.3,25,58.534362
29.6,25,58.544874
31.3,25,58.554874
30.2,25,58.563502
30.2,25,58.830503
30.6,25,58.841234
27.6,25,58.849843
28.2,25,58.859085
29.6,25,58.867728
26.2,25,58.876243
26.3,25,58.885039
25.6,25,58.893732
26.2,25,58.902459
29.2,25,58.911452
27.2,25,58.920109
28.6,25,58.928761
30.2,25,58.937873
29.2,25,58.946799
28.6,25,58.95581
26.3,25,58.965961
25.6,25,58.975149
29.6,25,58.983489
30.6,25,58.991953
28.3,25,59.000529
31.2,25,59.283996
27.3,25,59.297303
25.2,25,59.30765
26.2,25,59.318752
26.6,25,59.32761
28.2,25,59.336437
26.6,25,59.344854
32.2,25,59.353521
29.2,25,59.36207
27.3,25,59.3714
26.6,25,59.379744
28.6,25,59.38824
30.6,25,59.396687
29.6,25,59.405524
29.2,25,59.414295
28.2,25,59.423122
28.2,25,59.432175
24.1,25,59.440667
30.6,25,59.449485
29.3,25,59.458069
28.6,25,59.467503
29.6,25,59.732524
26.0,25,59.742846
29.2,25,59.751981
28.2,25,59.760879
27.2,25,59.769918
28.2,25,59.778955
29.2,25,59.787583
27.2,25,59.796591
30.2,25,59.805564
29.2,25,59.815452
29.2,25,59.824118
29.6,25,59.832644
29.2,25,59.841949
26.2,25,59.850763
28.6,25,59.859484
29.6,25,59.868228
27.6,25,59.877269
27.2,25,59.885985
27.3,25,59.894811
30.2,25,59.90356
29.2,25,60.172736
27.3,25,60.183951
23.3,25,60.192661
27.6,25,60.202365
31.2,25,60.211458
31.6,25,60.221638
28.3,25,60.230464
27.2,25,60.239458
31.2,25,60.248553
30.2,25,60.260286
28.3,25,60.269204
27.2,25,60.279603
26.3,25,60.289922
29.2,25,60.299101
28.2,25,60.308321
22.1,25,60.317273
29.3,25,60.326853
32.6,25,60.335225
27.6,25,60.343557
29.2,25,60.352227
31.2,25,60.360472
30.6,25,60.633083
30.2,25,60.642922
26.2,25,60.651559
25.2,25,60.660279
27.2,25,60.668912
31.2,25,60.677872
26.6,25,60.686565
27.3,25,60.695623
26.3,25,60.704033
31.2,25,60.712765
29.2,25,60.721468
31.2,25,60.730406
29.6,25,60.739049
27.2,25,60.747808
26.3,25,60.75664
25.3,25,60.765164
27.2,25,60.773626
30.2,25,60.782124
30.2,25,60.790735
26.2,25,60.799565
29.2,25,61.065431
26.3,25,61.077464
30.6,25,61.087252
26.3,25,61.097655
28.2,25,61.107963
28.3,25,61.116625
23.1,25,61.125551
27.6,25,61.134117
30.6,25,61.142693
29.3,25,61.151003
29.2,25,61.159345
32.2,25,61.167784
32.2,25,61.176115
30.6,25,61.184472
28.6,25,61.192913
25.2,25,61.202975
28.2,25,61.212683
26.3,25,61.223808
28.2,25,61.232525
31.2,25,61.241232
26.6,25,61.250092
31.2,25,61.543482
27.6,25,61.553581
29.2,25,61.562228
27.6,25,61.57067
26.2,25,61.579646
23.0,25,61.588663
28.3,25,61.598655
27.2,25,61.607054
29.6,25,61.615423
31.6,25,61.624126
29.2,25,61.633112
25.6,25,61.641649
29.2,25,61.649991
30.6,25,61.658999
29.6,25,61.667276
30.2,25,61.67557
27.2,25,61.683813
30.2,25,61.69228
29.3,25,61.700643
28.2,25,61.709275
27.3,25,61.983259
28.2,25,61.994723
29.2,25,62.003652
26.6,25,62.012281
26.6,25,62.021259
29.2,25,62.032011
28.2,25,62.042725
29.2,25,62.05485
29.2,25,62.063721
24.3,25,62.072164
26.0,25,62.080856
28.2,25,62.09111
25.2,25,62.110616
23.3,25,62.119628
27.2,25,62.128001
31.6,25,62.139507
29.2,25,62.148355
27.3,25,62.157002
26.3,25,62.165457
28.2,25,62.173828
28.3,25,62.183503
29.2,25,62.485984
31.3,25,62.496012
25.2,25,62.504375
29.2,25,62.513147
29.6,25,62.521871
26.6,25,62.530813
28.2,25,62.540071
25.2,25,62.549076
27.2,25,62.558
29.2,25,62.566668
30.2,25,62.575353
27.6,25,62.584356
28.2,25,62.597306
26.2,25,62.609333
29.6,25,62.619576
28.6,25,62.629989
28.2,25,62.641067
30.2,25,62.651604
31.2,25,62.660869
28.2,25,62.67268
24.3,25,62.961611
30.6,25,62.973508
27.6,25,62.983798
30.2,25,62.993761
29.2,25,63.004304
29.2,25,63.014073
26.4,25,63.024524
26.3,25,63.034338
27.2,25,63.043401
28.2,25,63.054219
26.2,25,63.066114
23.3,25,63.078481
28.2,25,63.087496
28.6,25,63.097273
25.3,25,63.106799
31.6,25,63.116417
30.6,25,63.124803
27.0,25,63.133707
28.6,25,63.142224
29.6,25,63.150646
28.2,25,63.15949
28.6,25,63.456533
30.2,25,63.466659
24.3,25,63.475501
29.2,25,63.484147
27.3,25,63.492814
27.2,25,63.501579
28.3,25,63.510589
30.2,25,63.519481
25.3,25,63.528334
24.7,25,63.537191
31.2,25,63.546236
28.2,25,63.555739
28.2,25,63.564769
26.2,25,63.573988
26.6,25,63.583152
27.2,25,63.592362
29.6,25,63.605212
25.6,25,63.6172
24.3,25,63.627172
25.3,25,63.637253
28.6,25,63.939281
30.2,25,63.951384
25.2,25,63.96276
29.2,25,63.974874
31.2,25,63.985286
24.6,25,63.996155
27.2,25,64.00718
25.4,25,64.018448
25.6,25,64.029453
30.6,25,64.040154
30.6,25,64.052454
28.2,25,64.063815
24.0,25,64.073263
25.2,25,64.083217
28.2,25,64.093373
29.2,25,64.10551
26.3,25,64.118159
27.3,25,64.128748
29.2,25,64.138145
27.6,25,64.147553
29.2,25,64.156773
24.2,25,64.470972
28.3,25,64.480434
23.4,25,64.489331
29.2,25,64.497782
27.6,25,64.506625
27.3,25,64.515448
28.2,25,64.524299
28.2,25,64.533199
29.2,25,64.542236
25.0,25,64.551074
26.2,25,64.559948
26.2,25,64.569527
28.2,25,64.578242
29.2,25,64.58761
27.2,25,64.596409
25.2,25,64.606361
28.2,25,64.615881
28.2,25,64.626359
30.2,25,64.635264
27.2,25,64.644026
27.2,25,64.916223
25.2,25,64.927068
27.3,25,64.935633
29.6,25,64.944046
29.6,25,64.953146
27.2,25,64.961991
29.6,25,64.970733
24.0,25,64.979714
26.6,25,64.988345
30.6,25,64.99723
28.6,25,65.006077
27.3,25,65.014982
27.6,25,65.023556
27.2,25,65.032553
28.2,25,65.041332
28.2,25,65.04998
26.2,25,65.058893
25.3,25,65.067855
26.2,25,65.077462
32.2,25,65.086301
24.3,25,65.095221
28.2,25,65.424911
24.2,25,65.435723
26.6,25,65.447224
25.2,25,65.456919
26.6,25,65.470019
25.3,25,65.481988
26.6,25,65.490993
28.2,25,65.499681
26.2,25,65.509263
26.3,25,65.518251
27.3,25,65.527139
29.2,25,65.536506
25.2,25,65.545286
28.2,25,65.553775
24.4,25,65.562342
25.3,25,65.571184
24.6,25,65.580134
27.2,25,65.58886
28.6,25,65.598857
27.2,25,65.607949
30.2,25,65.858115
-6.6,25,65.871304
29.6,25,65.880716
27.2,25,65.891303
27.6,25,65.900147
24.3,25,65.908849
29.6,25,65.917427
28.2,25,65.926171
29.2,25,65.934708
28.6,25,65.943431
26.3,25,65.951722
25.2,25,65.960281
24.2,25,65.969155
28.2,25,65.977804
28.6,25,65.986454
23.1,25,65.994974
25.3,25,66.00409
24.9,25,66.012721
29.6,25,66.021325
26.2,25,66.029914
25.6,25,66.039242
26.3,25,66.340656
24.6,25,66.350627
28.2,25,66.359826
29.2,25,66.369401
25.4,25,66.3799
27.6,25,66.389042
27.0,25,66.399017
30.2,25,66.410237
26.3,25,66.41994
28.2,25,66.429297
27.1,25,66.438378
28.3,25,66.448462
27.3,25,66.457667
30.2,25,66.467229
24.2,25,66.47771
22.3,25,66.487872
29.6,25,66.497657
25.6,25,66.507705
26.6,25,66.517608
23.3,25,66.527874
